DATE,IDX_IND_NM,MKTCAP
20190102,전기·전자,356528364900246
20190102,기타금융,169406143047340
20190102,화학,127858797749740
20190102,일반서비스,109848722375089
20190102,운송장비·부품,94518341427330
20190102,제약,79274110148231
20190102,유통,67776043072134
20190102,보험,49921597881530
20190102,금속,42324180214590
20190102,통신,38241152214890
20190102,전기·가스,28419220545050
20190102,음식료·담배,25843491048067
20190102,건설,22968885353340
20190102,운송·창고,20386096146700
20190102,증권,20214074655591
20190102,은행,18147833030090
20190102,기계·장비,17660726766360
20190102,기타제조,15250657769310
20190102,비금속,8179762533325
20190102,섬유·의류,5270578854260
20190102,종이·목재,3029891375930
20190102,의료·정밀기기,1276203516290
20190102,"농업, 임업 및 어업",1162085278650
20190102,광업,138436629150
20190103,전기·전자,345639306810219
20190103,기타금융,168204299838171
20190103,화학,126315354217795
20190103,일반서비스,109896850591653
20190103,운송장비·부품,96888121963186
20190103,제약,78009450720488
20190103,유통,67747078743643
20190103,보험,50036441122095
20190103,금속,42649279021190
20190103,통신,38558842009320
20190103,전기·가스,28990393703400
20190103,음식료·담배,26177094898644
20190103,건설,22980279078725
20190103,운송·창고,20336517408180
20190103,증권,19943792906191
20190103,은행,18372509623850
20190103,기계·장비,17761195197417
20190103,기타제조,15414218913858
20190103,비금속,8097952994965
20190103,섬유·의류,5246480542525
20190103,종이·목재,2941666765716
20190103,의료·정밀기기,1261215323550
20190103,"농업, 임업 및 어업",1153034393750
20190103,광업,137536228310
20190104,전기·전자,344662871100670
20190104,기타금융,168840474347707
20190104,화학,126099297254760
20190104,일반서비스,111780437941651
20190104,운송장비·부품,100071303648645
20190104,제약,80496198693187
20190104,유통,68740703173614
20190104,보험,50340494329965
20190104,금속,43186476726446
20190104,통신,38855902849570
20190104,전기·가스,28747503464700
20190104,음식료·담배,27459263100742
20190104,건설,23142157126330
20190104,운송·창고,20548083511410
20190104,증권,20140705213715
20190104,기계·장비,18117815119862
20190104,은행,18035194691610
20190104,기타제조,15665160419218
20190104,비금속,8012195145620
20190104,섬유·의류,5270694665190
20190104,종이·목재,2955999254092
20190104,의료·정밀기기,1260565091085
20190104,"농업, 임업 및 어업",1151664269850
20190104,광업,138211528940
20190107,전기·전자,356290681682692
20190107,기타금융,170271448187804
20190107,화학,128613594532740
20190107,일반서비스,113109105166852
20190107,운송장비·부품,99730019062366
20190107,제약,80605318893326
20190107,유통,68864542276280
20190107,보험,50413924944365
20190107,금속,43948420655317
20190107,통신,38681857316340
20190107,전기·가스,28744233896550
20190107,음식료·담배,27511655893640
20190107,건설,23624182838270
20190107,증권,20772046121793
20190107,운송·창고,20704924175885
20190107,기계·장비,18231091825641
20190107,은행,17432756394730
20190107,기타제조,15596476583967
20190107,비금속,8115796699400
20190107,섬유·의류,5417604139380
20190107,종이·목재,3062571706124
20190107,의료·정밀기기,1315042408670
20190107,"농업, 임업 및 어업",1189290007900
20190107,광업,135285226210
20190108,전기·전자,351567089303520
20190108,기타금융,169957229416762
20190108,화학,128027556429980
20190108,일반서비스,112169070695569
20190108,운송장비·부품,97941021403499
20190108,제약,80197898598445
20190108,유통,68583231515370
20190108,보험,50145931824370
20190108,금속,44022805643243
20190108,통신,38447914804460
20190108,전기·가스,29514582998050
20190108,음식료·담배,27549583801812
20190108,건설,23454855772875
20190108,운송·창고,20739629015675
20190108,증권,20501100243110
20190108,기계·장비,18160231572092
20190108,은행,17685753216980
20190108,기타제조,15729288225347
20190108,비금속,8306315895415
20190108,섬유·의류,5526206498140
20190108,종이·목재,3058896994467
20190108,의료·정밀기기,1360458241655
20190108,"농업, 임업 및 어업",1217885236200
20190108,광업,131683622850
20190109,전기·전자,366722150365017
20190109,기타금융,172585163900964
20190109,화학,129284051744340
20190109,일반서비스,114164012838460
20190109,운송장비·부품,100527416317870
20190109,제약,80532773215655
20190109,유통,69658034065538
20190109,보험,50179215767965
20190109,금속,45462052998184
20190109,통신,37681267532740
20190109,전기·가스,28367587799550
20190109,음식료·담배,27625594101684
20190109,건설,23967422832760
20190109,운송·창고,21067853894035
20190109,증권,20876500445236
20190109,기계·장비,18730087700411
20190109,은행,17799997994160
20190109,기타제조,15893488349321
20190109,비금속,8345943768490
20190109,섬유·의류,5562369471830
20190109,종이·목재,3084989099631
20190109,의료·정밀기기,1380835173675
20190109,"농업, 임업 및 어업",1220608630850
20190109,광업,132584023690
20190110,전기·전자,369660846741364
20190110,기타금융,171489989011715
20190110,화학,128660062604005
20190110,일반서비스,113652357086497
20190110,운송장비·부품,99677233313966
20190110,제약,80821086986895
20190110,유통,68960105537271
20190110,보험,50052527655730
20190110,금속,45710945042969
20190110,통신,37571541941750
20190110,전기·가스,29007284584250
20190110,음식료·담배,27248101892622
20190110,건설,23801436705804
20190110,증권,20896076428934
20190110,운송·창고,20891337341280
20190110,기계·장비,18526466323980
20190110,은행,17743839468790
20190110,기타제조,15821501228133
20190110,비금속,8279689352455
20190110,섬유·의류,5582133870240
20190110,종이·목재,3070984745773
20190110,의료·정밀기기,1387059000865
20190110,"농업, 임업 및 어업",1205651278650
20190110,광업,139562130200
20190111,전기·전자,374766709568588
20190111,기타금융,171444636863723
20190111,화학,129600153192515
20190111,일반서비스,115092413687470
20190111,운송장비·부품,99416623712487
20190111,제약,80976088254285
20190111,유통,69559517501724
20190111,보험,50313320064025
20190111,금속,45470026626652
20190111,통신,36736481875570
20190111,전기·가스,29401730086500
20190111,음식료·담배,27448913398299
20190111,건설,23794423130223
20190111,운송·창고,20990047373235
20190111,증권,20802439237539
20190111,기계·장비,18890159074246
20190111,은행,17799355418680
20190111,기타제조,15971303113417
20190111,비금속,8456522267870
20190111,섬유·의류,5497576451090
20190111,종이·목재,3103682803745
20190111,의료·정밀기기,1424157182880
20190111,"농업, 임업 및 어업",1212161901600
20190111,광업,142938633350
20190114,전기·전자,369503226396897
20190114,기타금융,169707812653961
20190114,화학,130063464154065
20190114,일반서비스,114314676459656
20190114,운송장비·부품,99078951298409
20190114,제약,80642622442559
20190114,유통,69945768435008
20190114,보험,50026232090400
20190114,금속,44703694802292
20190114,통신,36984305273560
20190114,전기·가스,29369496023500
20190114,음식료·담배,27604438704476
20190114,건설,24049638993273
20190114,운송·창고,21051639273475
20190114,증권,20768154034928
20190114,기계·장비,19096982626705
20190114,은행,17661127797500
20190114,기타제조,15923290171571
20190114,비금속,8626723563350
20190114,섬유·의류,5461536359730
20190114,종이·목재,3211375022724
20190114,의료·정밀기기,1410912955560
20190114,"농업, 임업 및 어업",1217798039650
20190114,광업,141362931880
20190115,전기·전자,378586943767492
20190115,기타금융,173605537063764
20190115,화학,131693384098540
20190115,일반서비스,114951750295355
20190115,운송장비·부품,102187657592973
20190115,제약,80456397494473
20190115,유통,70455355867456
20190115,보험,50685197152150
20190115,금속,45573421603759
20190115,통신,37241585095750
20190115,전기·가스,29453624730300
20190115,음식료·담배,27363611059124
20190115,건설,24250275321710
20190115,증권,21472970110439
20190115,운송·창고,21338032295570
20190115,기계·장비,19494773363634
20190115,은행,17829121442000
20190115,기타제조,15735766946765
20190115,비금속,8663992027485
20190115,섬유·의류,5446817409355
20190115,종이·목재,3175305887860
20190115,의료·정밀기기,1441479207490
20190115,"농업, 임업 및 어업",1205289406000
20190115,광업,142488432930
20190116,전기·전자,382196268302794
20190116,기타금융,175077529790464
20190116,화학,132337436673300
20190116,일반서비스,114935888922476
20190116,운송장비·부품,102258191312194
20190116,제약,79377305182148
20190116,유통,70235082443005
20190116,보험,50813361582825
20190116,금속,46252257809047
20190116,통신,37169614362400
20190116,전기·가스,29331622853100
20190116,음식료·담배,27223407587147
20190116,건설,24562657996800
20190116,증권,21847327775522
20190116,운송·창고,21530686734805
20190116,기계·장비,19542932668670
20190116,은행,17941599136610
20190116,기타제조,15730096919118
20190116,비금속,8843500695350
20190116,섬유·의류,5446733170500
20190116,종이·목재,3208270583828
20190116,의료·정밀기기,1458941970310
20190116,"농업, 임업 및 어업",1221737462600
20190116,광업,153068142800
20190117,전기·전자,384730567370039
20190117,기타금융,176247187178052
20190117,화학,131414695743170
20190117,일반서비스,115304687705390
20190117,운송장비·부품,102973399269959
20190117,제약,77483350139143
20190117,유통,69531509050061
20190117,보험,51442708374965
20190117,금속,46053495466704
20190117,통신,37191848877620
20190117,전기·가스,29426633097200
20190117,음식료·담배,27219208787489
20190117,건설,24289782070875
20190117,증권,21724323712325
20190117,운송·창고,21656606409605
20190117,기계·장비,19428824820482
20190117,은행,17913278908120
20190117,기타제조,15867776903553
20190117,비금속,8607375929945
20190117,섬유·의류,5506674596595
20190117,종이·목재,3157613716088
20190117,의료·정밀기기,1438897645860
20190117,"농업, 임업 및 어업",1220476634300
20190117,광업,144964535240
20190118,전기·전자,387144675004272
20190118,기타금융,176280615027119
20190118,화학,132778803906530
20190118,일반서비스,116345011445758
20190118,운송장비·부품,104832382258085
20190118,제약,79382372596160
20190118,유통,70882938025259
20190118,보험,51448391025660
20190118,금속,46014803794419
20190118,통신,37459594857530
20190118,전기·가스,29059696028050
20190118,음식료·담배,27421888801301
20190118,건설,24392542042985
20190118,증권,22120300940426
20190118,운송·창고,21725363549310
20190118,기계·장비,19886675056425
20190118,은행,17857441670490
20190118,기타제조,15942646351968
20190118,비금속,8717975730995
20190118,섬유·의류,5516149579945
20190118,종이·목재,3173767665602
20190118,의료·정밀기기,1477613254700
20190118,"농업, 임업 및 어업",1225744386500
20190118,광업,146540236710
20190121,전기·전자,392585511872135
20190121,기타금융,175318009006136
20190121,화학,133688730342060
20190121,일반서비스,114766406371047
20190121,운송장비·부품,103961153478726
20190121,제약,78509975662464
20190121,유통,71067597522650
20190121,보험,51345919149975
20190121,금속,46865156477797
20190121,통신,36555870008780
20190121,전기·가스,28202086455550
20190121,음식료·담배,27298188180291
20190121,건설,24155481115145
20190121,증권,21960196348398
20190121,운송·창고,21601420690010
20190121,기계·장비,19948653916307
20190121,은행,17829442729740
20190121,기타제조,15798513641777
20190121,비금속,8711537084910
20190121,섬유·의류,5541851886335
20190121,종이·목재,3196897063355
20190121,의료·정밀기기,1480803411510
20190121,"농업, 임업 및 어업",1244531172350
20190121,광업,146090036290
20190122,전기·전자,387098976988353
20190122,기타금융,174752706493145
20190122,화학,133615731120550
20190122,일반서비스,115113073240288
20190122,운송장비·부품,104177287137454
20190122,제약,79503459883582
20190122,유통,71296581168155
20190122,보험,51860735530125
20190122,금속,46658927715416
20190122,통신,36692331922430
20190122,전기·가스,28261192706800
20190122,음식료·담배,27333491698493
20190122,건설,24100747766380
20190122,증권,21799362073805
20190122,운송·창고,21478078202950
20190122,기계·장비,19618186985722
20190122,은행,17773605492110
20190122,기타제조,15865032577475
20190122,비금속,8731603411655
20190122,섬유·의류,5500458149610
20190122,종이·목재,3219720977415
20190122,의료·정밀기기,1465581677050
20190122,"농업, 임업 및 어업",1258650206000
20190122,광업,142938633350
20190123,전기·전자,386687360998722
20190123,기타금융,174806637200358
20190123,화학,134313336713205
20190123,일반서비스,116199734192883
20190123,운송장비·부품,105872398097393
20190123,제약,79145583110576
20190123,유통,72133175170019
20190123,보험,52330205659595
20190123,금속,46590177772974
20190123,통신,37325413526900
20190123,전기·가스,28395637455250
20190123,음식료·담배,27578704757050
20190123,건설,24755204450325
20190123,증권,21812214815865
20190123,운송·창고,21670681804930
20190123,기계·장비,19988986196120
20190123,은행,17802568296080
20190123,기타제조,15999975174387
20190123,비금속,8855970628680
20190123,섬유·의류,5562707701130
20190123,종이·목재,3215281063730
20190123,의료·정밀기기,1481447071300
20190123,"농업, 임업 및 어업",1273089377700
20190123,광업,140462531040
20190124,전기·전자,396251882627604
20190124,기타금융,176210773752446
20190124,화학,134206773522390
20190124,일반서비스,114962744758547
20190124,운송장비·부품,105707450181233
20190124,제약,80643151047996
20190124,유통,71875838092289
20190124,보험,52817052938005
20190124,금속,46227157028274
20190124,통신,37351549551610
20190124,전기·가스,28308363547500
20190124,음식료·담배,27173363143267
20190124,건설,25245838199715
20190124,증권,22576747027649
20190124,운송·창고,21729910739055
20190124,기계·장비,19747975212654
20190124,은행,17914403415210
20190124,기타제조,16078192836007
20190124,비금속,8957252849555
20190124,섬유·의류,5552708739310
20190124,종이·목재,3257749729490
20190124,의료·정밀기기,1477295495870
20190124,"농업, 임업 및 어업",1318318152850
20190124,광업,145864936080
20190125,전기·전자,413077007569675
20190125,기타금융,178168996897866
20190125,화학,136844883467700
20190125,일반서비스,115503669457820
20190125,운송장비·부품,104718832445043
20190125,제약,80905823632667
20190125,유통,72248735064560
20190125,보험,53048938402435
20190125,금속,46736679212854
20190125,통신,37134033077300
20190125,전기·가스,28454147666100
20190125,음식료·담배,27100693068216
20190125,건설,25428745374280
20190125,증권,22643988438630
20190125,운송·창고,21273974288115
20190125,기계·장비,19906368916313
20190125,은행,17942723643700
20190125,기타제조,15812290657569
20190125,비금속,8971100515660
20190125,섬유·의류,5634040953230
20190125,종이·목재,3272952239055
20190125,의료·정밀기기,1510487990915
20190125,"농업, 임업 및 어업",1359065076750
20190125,광업,144739435030
20190128,전기·전자,412069047024692
20190128,기타금융,177256601156060
20190128,화학,137154753067515
20190128,일반서비스,116379958768619
20190128,운송장비·부품,105262680011128
20190128,제약,81361339480056
20190128,유통,72212106032347
20190128,보험,52976835371475
20190128,금속,46659232617289
20190128,통신,37510443349230
20190128,전기·가스,28326867385600
20190128,음식료·담배,26968809762881
20190128,건설,25213060670955
20190128,증권,22412645156072
20190128,운송·창고,21237948059000
20190128,기계·장비,20089635058253
20190128,은행,17914403415210
20190128,기타제조,15608131284269
20190128,비금속,8945994857990
20190128,섬유·의류,5608633646570
20190128,종이·목재,3300879476885
20190128,의료·정밀기기,1520987260380
20190128,"농업, 임업 및 어업",1350712910400
20190128,광업,149916739860
20190129,전기·전자,416267040612643
20190129,기타금융,177284204713724
20190129,화학,137503760902410
20190129,일반서비스,116957286246169
20190129,운송장비·부품,106196658256995
20190129,제약,80460944107663
20190129,유통,72282860472246
20190129,보험,52961260417955
20190129,금속,46704750198252
20190129,통신,36751556183850
20190129,전기·가스,28431189484550
20190129,음식료·담배,27016409776172
20190129,건설,24712101956200
20190129,증권,22341742997299
20190129,운송·창고,21427205806995
20190129,기계·장비,19836305752393
20190129,은행,17969598077360
20190129,기타제조,15587398732813
20190129,비금속,8793425526020
20190129,섬유·의류,5540925584880
20190129,종이·목재,3298300042700
20190129,의료·정밀기기,1526034151890
20190129,"농업, 임업 및 어업",1350124828950
20190129,광업,144064134400
20190130,전기·전자,423270476111939
20190130,기타금융,178262176918542
20190130,화학,139678402212215
20190130,일반서비스,116916118207859
20190130,운송장비·부품,107594462043263
20190130,제약,80926944587999
20190130,유통,72266227484262
20190130,보험,53099593880635
20190130,금속,48482387528547
20190130,통신,35466033184900
20190130,전기·가스,28682929240650
20190130,음식료·담배,26886496637858
20190130,건설,25528662614570
20190130,증권,22530640517181
20190130,운송·창고,21634516354540
20190130,기계·장비,20050347472815
20190130,은행,18082397059710
20190130,기타제조,15618343479188
20190130,비금속,9188095545355
20190130,섬유·의류,5553477984555
20190130,종이·목재,3310958404420
20190130,의료·정밀기기,1541746522985
20190130,"농업, 임업 및 어업",1343366372350
20190130,광업,145189635450
20190131,전기·전자,419354372887735
20190131,기타금융,180433273045935
20190131,화학,139049329306320
20190131,일반서비스,117241124524451
20190131,운송장비·부품,107564450971726
20190131,제약,82660761793766
20190131,유통,72510381944306
20190131,보험,52169815813545
20190131,금속,47653428614276
20190131,통신,35399960269500
20190131,전기·가스,29525308390400
20190131,음식료·담배,27334046424300
20190131,건설,25457927913675
20190131,증권,22692599220647
20190131,운송·창고,21544475581275
20190131,기계·장비,20168456828468
20190131,은행,18140483311520
20190131,기타제조,15541103659574
20190131,비금속,9135825855565
20190131,섬유·의류,5553750950485
20190131,종이·목재,3286838709490
20190131,의료·정밀기기,1575232115700
20190131,"농업, 임업 및 어업",1365132386500
20190131,광업,147215537340
20190201,전기·전자,422543603212191
20190201,기타금융,180047453744244
20190201,화학,138971559426870
20190201,일반서비스,116954780604061
20190201,운송장비·부품,105894086809373
20190201,제약,81271577428550
20190201,유통,71777150277871
20190201,보험,53020452797855
20190201,금속,47383905277777
20190201,통신,35427776579280
20190201,전기·가스,29122578988700
20190201,음식료·담배,27182851273009
20190201,건설,25557977223120
20190201,증권,22734658352794
20190201,운송·창고,21447148459630
20190201,기계·장비,20256419343419
20190201,은행,18197926987850
20190201,기타제조,15521096028742
20190201,비금속,9386548456170
20190201,섬유·의류,5618721704785
20190201,종이·목재,3296653903060
20190201,의료·정밀기기,1596137211275
20190201,"농업, 임업 및 어업",1342881767000
20190201,광업,145864936080
20190207,전기·전자,423236214672078
20190207,기타금융,180498970883980
20190207,화학,138940882526130
20190207,일반서비스,116084755462744
20190207,운송장비·부품,104926623401662
20190207,제약,80445376311542
20190207,유통,71861502193325
20190207,보험,52777216447675
20190207,금속,48097796956552
20190207,통신,35344236893120
20190207,전기·가스,28855330320300
20190207,음식료·담배,27200625120596
20190207,건설,25653814260910
20190207,증권,23143927982821
20190207,운송·창고,21240501874880
20190207,기계·장비,20540434442280
20190207,은행,18281763166230
20190207,기타제조,15474752669489
20190207,비금속,9544053146490
20190207,섬유·의류,5751608754360
20190207,종이·목재,3306994491285
20190207,의료·정밀기기,1635240937185
20190207,"농업, 임업 및 어업",1330454290900
20190207,광업,150141840070
20190208,전기·전자,410765957840385
20190208,기타금융,179221074514013
20190208,화학,136325086831075
20190208,일반서비스,116613071348981
20190208,운송장비·부품,104478044278564
20190208,제약,81086733123272
20190208,유통,70873165868466
20190208,보험,53194235864510
20190208,금속,46729429371968
20190208,통신,35891594742440
20190208,전기·가스,28970781249250
20190208,음식료·담배,27362849118090
20190208,건설,25325845976385
20190208,증권,22582038933716
20190208,운송·창고,21427830212415
20190208,기계·장비,20451127325152
20190208,은행,18029612055610
20190208,기타제조,15485056725837
20190208,비금속,9500059882790
20190208,섬유·의류,5702756622055
20190208,종이·목재,3300416985420
20190208,의료·정밀기기,1583595456010
20190208,"농업, 임업 및 어업",1325347367000
20190208,광업,162297251410
20190211,전기·전자,413148775751435
20190211,기타금융,178649107352283
20190211,화학,136404389509010
20190211,일반서비스,116195049951293
20190211,운송장비·부품,105685037905364
20190211,제약,81787767296903
20190211,유통,70636847180501
20190211,보험,52864950271815
20190211,금속,46689288959996
20190211,통신,35676383695060
20190211,전기·가스,29397284280600
20190211,음식료·담배,27348333798990
20190211,건설,25159859357170
20190211,증권,22516171673573
20190211,운송·창고,21539683016920
20190211,기계·장비,20252030893203
20190211,은행,17944490726270
20190211,기타제조,15464378771986
20190211,비금속,9421250290765
20190211,섬유·의류,5671296314030
20190211,종이·목재,3317792911105
20190211,의료·정밀기기,1568531562535
20190211,"농업, 임업 및 어업",1318830262600
20190211,광업,158470547840
20190212,전기·전자,422789943333115
20190212,기타금융,178748177261285
20190212,화학,135986953793415
20190212,일반서비스,114590602105851
20190212,운송장비·부품,106312000656562
20190212,제약,80964580858701
20190212,유통,70713091931574
20190212,보험,53459151720715
20190212,금속,46776031808077
20190212,통신,35315342632160
20190212,전기·가스,29143606698150
20190212,음식료·담배,27089132176046
20190212,건설,25235518814630
20190212,증권,22591712794401
20190212,운송·창고,21483775250630
20190212,기계·장비,20255249750700
20190212,은행,17944330082400
20190212,기타제조,15379229968021
20190212,비금속,9339450593100
20190212,섬유·의류,5639220733890
20190212,종이·목재,3345023107705
20190212,의료·정밀기기,1604585318150
20190212,"농업, 임업 및 어업",1306737848450
20190212,광업,154193643850
20190213,전기·전자,424714253461075
20190213,기타금융,189818719625597
20190213,화학,138145430508180
20190213,일반서비스,115915227753724
20190213,운송장비·부품,104049397867145
20190213,제약,81392510774140
20190213,유통,71505946800518
20190213,보험,54056033055110
20190213,금속,46903106833332
20190213,통신,35322026203840
20190213,전기·가스,29203198393800
20190213,음식료·담배,27219152445074
20190213,건설,25281095127760
20190213,증권,22391193163228
20190213,운송·창고,21716473944250
20190213,기계·장비,20358554670433
20190213,기타제조,15573718182205
20190213,비금속,9518465156515
20190213,은행,8024812055610
20190213,섬유·의류,5828765431850
20190213,종이·목재,3386117526635
20190213,의료·정밀기기,1688205431220
20190213,"농업, 임업 및 어업",1333997161650
20190213,광업,154868944480
20190214,전기·전자,434147641608849
20190214,기타금융,191983906006031
20190214,화학,139225596571125
20190214,일반서비스,117758857509374
20190214,운송장비·부품,103277332324415
20190214,제약,81282921345905
20190214,유통,72059562338366
20190214,보험,54822608357120
20190214,금속,46998093190384
20190214,통신,35510718670790
20190214,전기·가스,29129740461900
20190214,음식료·담배,27683324848803
20190214,건설,25175105052695
20190214,증권,22624128879709
20190214,운송·창고,21903539100260
20190214,기계·장비,20017751780419
20190214,기타제조,15637284721656
20190214,비금속,9479414583280
20190214,은행,8053132284100
20190214,섬유·의류,5961954457860
20190214,종이·목재,3367058446965
20190214,의료·정밀기기,1757317534625
20190214,"농업, 임업 및 어업",1349148223600
20190214,광업,151492441330
20190215,전기·전자,421080964835779
20190215,기타금융,190476896464024
20190215,화학,139071780504345
20190215,일반서비스,116893261538014
20190215,운송장비·부품,102600693937343
20190215,제약,80843954725861
20190215,유통,71620345530419
20190215,보험,53989582172840
20190215,금속,46600522412715
20190215,통신,35133306857040
20190215,전기·가스,28896693653150
20190215,음식료·담배,27456637661878
20190215,건설,25048634523995
20190215,증권,22246341555910
20190215,운송·창고,21690839720790
20190215,기계·장비,19948832462892
20190215,기타제조,15605933829893
20190215,비금속,9487588967155
20190215,은행,7997134402600
20190215,섬유·의류,6030775789850
20190215,종이·목재,3339573798610
20190215,의료·정밀기기,1748852263135
20190215,"농업, 임업 및 어업",1335716828950
20190215,광업,151942641750
20190218,전기·전자,423856247166110
20190218,기타금융,191855976396895
20190218,화학,142262651745355
20190218,일반서비스,117256923529309
20190218,운송장비·부품,102401859859162
20190218,제약,81372186066346
20190218,유통,72338420423856
20190218,보험,54240136184620
20190218,금속,46554298681889
20190218,통신,35452804051690
20190218,전기·가스,28566788801200
20190218,음식료·담배,27481747100875
20190218,건설,25126570166835
20190218,증권,22437572834906
20190218,운송·창고,21616371188290
20190218,기계·장비,20104914770670
20190218,기타제조,15693632537668
20190218,비금속,9537611993340
20190218,은행,8137932325700
20190218,섬유·의류,6104511332880
20190218,종이·목재,3345876595230
20190218,의료·정밀기기,1708877956380
20190218,"농업, 임업 및 어업",1324343699700
20190218,광업,158695648050
20190219,전기·전자,421495788200852
20190219,기타금융,190866611931756
20190219,화학,141846060097890
20190219,일반서비스,116632552108713
20190219,운송장비·부품,101658467118789
20190219,제약,82502551781873
20190219,유통,72261381757344
20190219,보험,54177952630110
20190219,금속,47137343218195
20190219,통신,35421610121010
20190219,전기·가스,28551767789450
20190219,음식료·담배,27375085005860
20190219,건설,25196114094015
20190219,증권,22290318305701
20190219,운송·창고,21878304058625
20190219,기계·장비,20159680219605
20190219,기타제조,15604641867205
20190219,비금속,9517258989425
20190219,은행,8026097206570
20190219,섬유·의류,6060786110620
20190219,종이·목재,3400294152445
20190219,의료·정밀기기,1689540054170
20190219,"농업, 임업 및 어업",1321704085550
20190219,광업,158695648050
20190220,전기·전자,429766722403451
20190220,기타금융,192240679274721
20190220,화학,145219153606425
20190220,일반서비스,117355777066014
20190220,운송장비·부품,101830974419171
20190220,제약,82474599768474
20190220,유통,72976527749068
20190220,보험,54530874534285
20190220,금속,47990522416635
20190220,통신,35468662826920
20190220,전기·가스,28852546684550
20190220,음식료·담배,27509417251339
20190220,건설,25118049748990
20190220,증권,22474029101151
20190220,운송·창고,22089283005620
20190220,기계·장비,20160851832399
20190220,기타제조,15683951406570
20190220,비금속,9507468667120
20190220,은행,8025454631090
20190220,섬유·의류,6063662532340
20190220,종이·목재,3410351965038
20190220,의료·정밀기기,1709502717570
20190220,"농업, 임업 및 어업",1316564471400
20190220,광업,161171750360
20190221,전기·전자,430524452846693
20190221,기타금융,191355383057520
20190221,화학,144308651386895
20190221,일반서비스,117616800876876
20190221,운송장비·부품,103235089140495
20190221,제약,81183244972826
20190221,유통,73076873266331
20190221,보험,55045091530540
20190221,금속,48169323480275
20190221,통신,35314753229210
20190221,전기·가스,28782041043250
20190221,음식료·담배,27394268470175
20190221,건설,24945775128190
20190221,증권,22472878267118
20190221,운송·창고,22185673049315
20190221,기계·장비,19945140601066
20190221,기타제조,15897836245335
20190221,비금속,9331129629160
20190221,은행,8053453571840
20190221,섬유·의류,6004646623725
20190221,종이·목재,3404679623653
20190221,의료·정밀기기,1676037960030
20190221,"농업, 임업 및 어업",1327310156300
20190221,광업,153968543640
20190222,전기·전자,431682152482230
20190222,기타금융,191065880970894
20190222,화학,144107699643315
20190222,일반서비스,117251370414753
20190222,운송장비·부품,103386625112958
20190222,제약,80729704324874
20190222,유통,73039352882328
20190222,보험,54781494481655
20190222,금속,48085282365800
20190222,통신,35626358731940
20190222,전기·가스,29351261426400
20190222,음식료·담배,27450143057996
20190222,건설,25181340097930
20190222,증권,22507799006677
20190222,운송·창고,22307507083640
20190222,기계·장비,19972261980367
20190222,기타제조,16020540671591
20190222,비금속,9423173566645
20190222,은행,7997455690340
20190222,섬유·의류,6056296091745
20190222,종이·목재,3384265163956
20190222,의료·정밀기기,1700381282920
20190222,"농업, 임업 및 어업",1319388499700
20190222,광업,153518343220
20190225,전기·전자,432077395348516
20190225,기타금융,191668702584102
20190225,화학,144668991581215
20190225,일반서비스,117098433678404
20190225,운송장비·부품,103732310955682
20190225,제약,79755825254746
20190225,유통,73447625152599
20190225,보험,54943202981400
20190225,금속,48145429736590
20190225,통신,35659951900280
20190225,전기·가스,29114753396850
20190225,음식료·담배,27552872495641
20190225,건설,24928903669680
20190225,증권,22600290003620
20190225,운송·창고,22562923702530
20190225,기계·장비,19765324518074
20190225,기타제조,16093302805255
20190225,비금속,9321090609880
20190225,은행,8081291868720
20190225,섬유·의류,6088219950555
20190225,종이·목재,3498831100759
20190225,의료·정밀기기,1632741141605
20190225,"농업, 임업 및 어업",1322020747500
20190225,광업,150592040490
20190226,전기·전자,427652518327062
20190226,기타금융,190349647434978
20190226,화학,143867877521825
20190226,일반서비스,118858415435900
20190226,운송장비·부품,104043041514772
20190226,제약,79744347428492
20190226,유통,73761288367697
20190226,보험,54457098500245
20190226,금속,48462593019570
20190226,통신,35542628850760
20190226,전기·가스,29603498009200
20190226,음식료·담배,27412955923051
20190226,건설,24957684288885
20190226,증권,22829972150576
20190226,운송·창고,22762137737665
20190226,기계·장비,19750947293103
20190226,기타제조,15886775914568
20190226,비금속,9376602493845
20190226,은행,7996813114860
20190226,섬유·의류,6061617129965
20190226,종이·목재,3478311615975
20190226,의료·정밀기기,1603022407855
20190226,"농업, 임업 및 어업",1330221381150
20190226,광업,143613933980
20190227,전기·전자,426929217325524
20190227,기타금융,191288579977927
20190227,화학,144823088202740
20190227,일반서비스,119037761181802
20190227,운송장비·부품,107016503087187
20190227,제약,80099991617574
20190227,유통,74184751113448
20190227,보험,54639614883340
20190227,금속,47777605781435
20190227,통신,35908856221560
20190227,전기·가스,29699399146150
20190227,음식료·담배,27432395306825
20190227,건설,24778796526240
20190227,증권,22853414984485
20190227,운송·창고,22458783321975
20190227,기계·장비,19863669509685
20190227,기타제조,16296653683025
20190227,비금속,9396636904335
20190227,은행,8024651411740
20190227,섬유·의류,6090026318755
20190227,종이·목재,3505088911003
20190227,의료·정밀기기,1591143601445
20190227,"농업, 임업 및 어업",1332279395300
20190227,광업,147665737760
20190228,전기·전자,411949970345225
20190228,기타금융,190747670789513
20190228,화학,142706720274395
20190228,일반서비스,118397549040405
20190228,운송장비·부품,105503229109564
20190228,제약,80616360952217
20190228,유통,73111788494855
20190228,보험,54332300186085
20190228,금속,46859925141018
20190228,통신,35527968986100
20190228,전기·가스,29382489078850
20190228,음식료·담배,27119888736940
