종목명,업종명,시가총액
한솔케미칼,화학,"2,635,432,837,500"
농심,음식료·담배,"2,615,536,060,000"
한화생명,보험,"2,609,932,650,000"
성문전자우,전기·전자,"2,598,000,000"
대한조선,운송장비·부품,"2,592,820,797,600"
DB하이텍,전기·전자,"2,562,420,233,200"
SK아이이테크놀로지,전기·전자,"2,555,846,875,000"
영원무역,유통,"2,552,340,556,800"
신영증권,증권,"2,521,896,000,000"
SK가스,유통,"2,514,706,368,000"
한화비전,전기·전자,"2,506,748,563,500"
HJ중공업,건설,"2,474,092,425,600"
진흥기업2우B,건설,"2,435,114,080"
현대해상,보험,"2,427,210,000,000"
OCI홀딩스,기타금융,"2,419,598,326,200"
제일기획,일반서비스,"2,364,097,173,750"
시프트업,IT 서비스,"2,337,821,096,000"
두산우,기타금융,"2,321,944,422,000"
F&F,섬유·의류,"2,294,593,792,500"
코스맥스,화학,"2,292,600,818,000"
한전KPS,건설,"2,281,500,000,000"
미스토홀딩스,유통,"2,256,598,754,450"
한국앤컴퍼니,기타금융,"2,216,737,854,000"
iM금융지주,기타금융,"2,163,429,791,100"
동원산업,기타금융,"2,116,895,928,700"
한올바이오파마,제약,"2,055,669,105,300"
코리안리,보험,"2,037,827,984,260"
아모레퍼시픽홀딩스,화학,"2,022,210,681,000"
신한서부티엔디리츠,부동산,"199,889,551,260"
삼일제약,제약,"199,781,579,310"
동양,비금속,"199,539,876,668"
GS글로벌,유통,"198,906,371,240"
LG우,기타금융,"198,739,134,000"
알루코,금속,"198,501,770,600"
에이프로젠,금속,"197,658,114,940"
방림,섬유·의류,"197,191,584,990"
이월드,기타제조,"196,401,577,305"
일진다이아,화학,"193,728,579,000"
AJ네트웍스,일반서비스,"192,776,753,340"
한국공항,운송·창고,"191,247,842,000"
한솔제지,종이·목재,"190,642,613,760"
포스코퓨처엠,전기·전자,"19,523,695,290,000"
메리츠금융지주,기타금융,"19,169,261,966,200"
HMM,운송·창고,"19,100,568,892,500"
미원화학,화학,"189,576,901,600"
대창단조,운송장비·부품,"187,719,551,100"
동아지질,건설,"187,319,132,980"
미창석유,화학,"187,188,707,200"
LG헬로비전,오락·문화,"187,034,178,975"
KBI동양철관,금속,"186,169,113,310"
NH올원리츠,부동산,"185,935,595,875"
경방,유통,"183,682,309,000"
CJ제일제당 우,음식료·담배,"182,787,524,100"
해태제과식품,음식료·담배,"182,562,473,940"
대성산업,유통,"181,168,089,390"
한국화장품,유통,"180,925,680,000"
경농,화학,"180,779,044,500"
우리금융지주,기타금융,"18,718,946,160,000"
SK,기타금융,"18,343,183,859,000"
한진칼우,기타금융,"18,250,044,000"
삼성전기,전기·전자,"18,150,568,128,000"
진양홀딩스,화학,"178,305,981,480"
콘텐트리중앙,오락·문화,"178,176,349,000"
롯데하이마트,유통,"177,766,071,360"
이구산업,금속,"176,908,180,000"
한국석유,비금속,"176,829,091,600"
금호석유화학우,화학,"176,571,582,400"
진원생명과학,제약,"174,663,319,120"
S-Oil우,화학,"174,149,439,100"
동화약품,제약,"171,778,540,500"
조선내화,비금속,"171,425,729,280"
현대비앤지스틸,금속,"170,088,988,080"
KC그린홀딩스,기타금융,"17,568,790,596"
하이트진로2우B,음식료·담배,"17,313,714,160"
HD현대,기타금융,"17,299,485,615,000"
코아스,기타제조,"17,045,929,600"
미래에셋증권우,증권,"169,612,787,500"
코오롱글로벌,건설,"168,311,818,570"
한세예스24홀딩스,섬유·의류,"167,800,000,000"
유니퀘스트,유통,"167,184,789,480"
조일알미늄,금속,"166,267,449,673"
노루페인트,화학,"165,200,000,000"
삼성출판사,오락·문화,"164,200,000,000"
대교,일반서비스,"164,154,123,300"
미원홀딩스,기타금융,"163,792,000,000"
모나용평,일반서비스,"163,171,998,870"
DH오토넥스,운송장비·부품,"162,944,308,992"
대호에이엘,금속,"162,911,622,192"
웅진씽크빅,일반서비스,"162,863,438,850"
금강공업,금속,"162,777,931,350"
삼영,화학,"161,330,000,000"
그린케미칼,화학,"160,800,000,000"
LX하우시스우,화학,"16,971,505,200"
두산,기타금융,"16,821,264,030,000"
KT&G,음식료·담배,"16,026,986,942,400"
대동전자,전기·전자,"157,776,322,880"
강남제비스코,화학,"157,300,000,000"
무림P&P,종이·목재,"157,168,176,480"
사조동아원,음식료·담배,"156,247,072,200"
KCTC,운송·창고,"155,400,000,000"
신원,섬유·의류,"154,986,790,632"
대한화섬,화학,"154,844,800,000"
한독,제약,"154,839,746,250"
삼화페인트,화학,"154,787,738,610"
동국씨엠,금속,"154,576,051,520"
유화증권,증권,"153,380,032,575"
한국주철관,금속,"152,079,335,000"
KEC,전기·전자,"151,977,697,737"
삼양통상,섬유·의류,"151,800,000,000"
넥센우,화학,"15,986,664,000"
한국ANKOR유전,기타금융,"15,964,560,000"
스타에스엠리츠,부동산,"15,927,568,525"
미래에셋증권,증권,"15,683,701,220,000"
대한제당우,음식료·담배,"15,591,037,800"
기업은행,은행,"15,238,808,356,590"
한국제지,종이·목재,"149,099,737,808"
계룡건설,건설,"149,056,837,830"
효성화학,화학,"147,501,447,900"
NPC,화학,"147,063,600,000"
효성ITX,일반서비스,"145,864,484,000"
태경산업,화학,"145,851,462,500"
텔코웨어,IT 서비스,"145,161,609,670"
유수홀딩스,일반서비스,"145,052,892,840"
이지스레지던스리츠,부동산,"144,515,511,840"
아모레퍼시픽홀딩스3우C,화학,"144,326,270,000"
한진중공업홀딩스,전기·가스,"143,957,833,500"
HS애드,일반서비스,"143,473,761,940"
신라교역,"농업, 임업 및 어업","142,560,000,000"
경보제약,제약,"141,289,542,600"
삼성제약,제약,"140,960,632,263"
솔루스첨단소재2우B,전기·전자,"14,886,486,240"
LS ELECTRIC,전기·전자,"14,655,000,000,000"
LG전자,전기·전자,"14,431,733,888,200"
하이브,오락·문화,"14,418,572,535,000"
삼성에스디에스,IT 서비스,"14,051,808,480,000"
사조씨푸드,음식료·담배,"139,642,383,730"
신세계푸드,일반서비스,"139,409,280,000"
샘표,기타금융,"139,044,930,000"
KH 필룩스,전기·전자,"138,166,306,200"
키다리스튜디오,IT 서비스,"138,062,528,350"
디와이파워,기계·장비,"138,021,350,000"
에이플러스에셋,기타금융,"137,228,696,510"
세아특수강,금속,"136,605,800,000"
디씨엠,금속,"136,572,000,000"
현대리바트,기타제조,"134,711,449,920"
남선알미늄,금속,"134,629,490,870"
인바이오젠,유통,"133,487,630,640"
코스맥스비티아이,기타금융,"132,534,109,800"
대성홀딩스,일반서비스,"132,416,247,570"
동부건설,건설,"131,025,445,730"
일신석재,유통,"130,669,301,070"
동방,운송·창고,"130,483,203,520"
에이리츠,부동산,"13,969,290,160"
한미반도체,기계·장비,"13,496,207,520,000"
크래프톤,IT 서비스,"13,246,582,752,000"
삼양사우,음식료·담배,"13,137,485,000"
현대글로비스,운송·창고,"13,132,500,000,000"
NPC우,화학,"13,094,400,000"
태경비케이,비금속,"129,226,823,500"
아시아나IDT,IT 서비스,"129,204,000,000"
신흥,유통,"129,200,000,000"
티와이홀딩스,기타금융,"128,342,487,060"
태림포장,종이·목재,"126,813,438,540"
AK홀딩스,기타금융,"126,779,158,770"
제일파마홀딩스,일반서비스,"126,029,770,950"
KTcs,IT 서비스,"125,707,325,000"
경동인베스트,기타금융,"123,217,698,300"
금호건설,건설,"123,199,210,800"
신영와코루,섬유·의류,"122,940,000,000"
유한양행우,제약,"122,935,854,000"
조선선재,금속,"122,746,737,600"
페이퍼코리아,종이·목재,"122,096,552,718"
DKME,기계·장비,"122,045,495,160"
우신시스템,기계·장비,"121,788,459,100"
한솔홀딩스,기타금융,"121,233,662,100"
대창,금속,"121,216,863,670"
금호에이치티,운송장비·부품,"121,015,813,050"
샘표식품,음식료·담배,"120,602,750,400"
유니켐,섬유·의류,"120,489,513,412"
두산퓨얼셀1우,전기·전자,"120,277,800,000"
경동도시가스,전기·가스,"120,266,282,400"
JW중외제약2우B,제약,"12,892,342,200"
LG,기타금융,"12,707,858,604,000"
LX홀딩스1우,기타금융,"12,454,922,500"
KT,통신,"12,399,466,902,000"
대상홀딩스우,기타금융,"12,021,423,120"
아주스틸,금속,"119,754,229,260"
HDC현대EP,화학,"119,465,500,000"
경인양행,화학,"119,230,885,725"
자이에스앤디,부동산,"119,062,336,400"
한국무브넥스,운송장비·부품,"118,756,638,000"
한국수출포장,종이·목재,"116,000,000,000"
현대약품,제약,"114,720,000,000"
인천도시가스,전기·가스,"114,618,554,800"
휴니드,전기·전자,"114,480,881,650"
벽산,비금속,"114,130,020,000"
엔케이,금속,"113,903,184,968"
종근당바이오,제약,"113,559,413,400"
극동유화,화학,"112,628,226,600"
한일철강,금속,"112,529,793,900"
삼성공조,운송장비·부품,"112,143,133,200"
한신기계,기계·장비,"112,101,451,705"
제이준코스메틱,화학,"111,675,015,000"
대영포장,종이·목재,"111,646,385,470"
디와이,기타금융,"111,332,047,590"
LG에너지솔루션,전기·전자,"111,267,000,000,000"
크라운제과,음식료·담배,"110,710,834,000"
LIG넥스원,금속,"11,726,000,000,000"
대원전선우,전기·전자,"11,533,280,000"
코오롱글로벌우,건설,"11,407,349,800"
한화시스템,전기·전자,"11,221,811,706,600"
SK텔레콤,통신,"11,190,561,761,300"
동남합성,화학,"109,550,000,000"
STX,유통,"109,493,282,310"
광전자,전기·전자,"109,166,049,492"
와이투솔루션,전기·전자,"108,991,694,120"
에이프로젠바이오로직스,제약,"108,529,091,215"
SK우,기타금융,"108,131,785,000"
세원정공,운송장비·부품,"107,700,000,000"
수산세보틱스,기계·장비,"106,702,512,300"
성창기업지주,일반서비스,"106,022,432,000"
현대코퍼레이션홀딩스,유통,"104,932,639,080"
화승코퍼레이션,운송장비·부품,"104,857,372,940"
일동홀딩스,제약,"104,440,620,000"
삼익악기,기타제조,"103,476,835,845"
미래에셋글로벌리츠,부동산,"102,975,444,000"
티에이치엔,전기·전자,"102,960,000,000"
NI스틸,금속,"101,244,414,180"
두올,운송장비·부품,"100,932,564,480"
KC코트렐,기계·장비,"100,782,913,662"
HS화성,건설,"100,180,500,000"
대덕1우,기타금융,"10,971,830,850"
카카오뱅크,은행,"10,899,231,485,450"
HD현대마린솔루션,일반서비스,"10,826,254,215,000"
한국항공우주,운송장비·부품,"10,615,039,152,300"
유유제약1우,제약,"10,518,555,200"
삼양식품,음식료·담배,"10,214,768,340,000"
에이피알,화학,"10,199,853,487,500"
한국금융지주,기타금융,"10,147,703,143,200"
태양금속우,운송장비·부품,"10,065,000,000"
팬오션,운송·창고,"1,993,944,279,760"
이마트,유통,"1,981,379,804,200"
대덕전자,전기·전자,"1,969,264,461,250"
달바글로벌,화학,"1,955,276,136,000"
씨에스윈드,금속,"1,927,233,117,100"
호텔신라,유통,"1,915,308,304,800"
한국카본,금속,"1,894,658,498,000"
영원무역홀딩스,기타금융,"1,893,942,951,100"
CJ대한통운,운송·창고,"1,843,237,395,200"
롯데쇼핑,유통,"1,821,795,822,000"
다우기술,IT 서비스,"1,808,124,665,100"
현대백화점,유통,"1,805,779,277,400"
코스모신소재,화학,"1,804,346,958,000"
아시아나항공,운송·창고,"1,792,119,185,700"
한국콜마,화학,"1,791,625,344,300"
HL만도,운송장비·부품,"1,791,414,128,000"
BGF리테일,유통,"1,768,143,583,800"
SNT다이내믹스,운송장비·부품,"1,755,742,401,600"
엠앤씨솔루션,기계·장비,"1,739,241,000,000"
HD현대건설기계,기계·장비,"1,732,289,777,400"
이수스페셜티케미컬,화학,"1,727,913,616,000"
파라다이스,오락·문화,"1,698,414,174,420"
대웅제약,제약,"1,662,673,512,500"
신세계,유통,"1,654,148,541,500"
에스엘,운송장비·부품,"1,641,955,182,000"
DL이앤씨,건설,"1,627,066,847,150"
현대위아,운송장비·부품,"1,601,790,388,700"
GS건설,건설,"1,574,699,416,000"
미래에셋생명,보험,"1,564,823,110,760"
SK리츠,부동산,"1,561,177,721,980"
오뚜기,음식료·담배,"1,549,026,295,000"
녹십자,제약,"1,527,430,516,600"
미래에셋증권2우B,증권,"1,526,250,000,000"
대신증권,증권,"1,518,124,660,000"
가온전선,전기·전자,"1,505,423,465,000"
LG화학우,화학,"1,491,627,200,000"
대우건설,건설,"1,479,616,591,280"
GS리테일,유통,"1,479,015,171,350"
롯데관광개발,일반서비스,"1,453,186,372,680"
LS에코에너지,기타금융,"1,437,838,069,050"
STX엔진,기계·장비,"1,435,293,252,250"
SK오션플랜트,금속,"1,405,757,902,500"
롯데에너지머티리얼즈,전기·전자,"1,379,829,950,050"
DN오토모티브,전기·전자,"1,336,973,265,250"
금호타이어,화학,"1,332,887,731,680"
하이트진로,음식료·담배,"1,315,005,206,250"
대웅,제약,"1,267,495,164,000"
KB발해인프라,기타금융,"1,267,120,966,320"
HDC현대산업개발,건설,"1,263,443,516,100"
세진중공업,운송장비·부품,"1,250,688,032,000"
한일시멘트,비금속,"1,201,687,719,000"
현대지에프홀딩스,기타금융,"1,195,785,988,670"
오리온홀딩스,기타금융,"1,187,757,201,120"
롯데정밀화학,화학,"1,172,610,000,000"
LX인터내셔널,유통,"1,160,862,000,000"
종근당,제약,"1,151,151,852,000"
한화투자증권,증권,"1,145,685,118,500"
에스디바이오센서,의료·정밀기기,"1,144,441,558,800"
SK케미칼,화학,"1,133,069,173,000"
지역난방공사,전기·가스,"1,112,717,298,400"
롯데리츠,부동산,"1,109,640,514,560"
SK디스커버리,기타금융,"1,100,871,300,000"
HDC,기타금융,"1,097,455,414,770"
파미셀,제약,"1,092,308,744,800"
교보증권,증권,"1,091,765,166,380"
명인제약,제약,"1,086,240,000,000"
더블유게임즈,IT 서비스,"1,079,094,481,200"
한샘,유통,"1,075,500,509,600"
동양생명,보험,"1,071,421,004,400"
롯데칠성,음식료·담배,"1,067,071,660,000"
ESR켄달스퀘어리츠,부동산,"1,053,260,920,000"
롯데웰푸드,음식료·담배,"1,049,555,947,200"
롯데렌탈,일반서비스,"1,045,710,374,400"
삼성화재우,보험,"1,032,136,830,000"
SNT에너지,기계·장비,"1,029,902,993,400"
경동나비엔,전기·전자,"1,022,715,158,400"
NHN,IT 서비스,"1,021,425,220,750"
SNT홀딩스,기타금융,"1,014,101,709,200"
